week_end,pruid,prename,prfname,numtotal_atleast1dose,numtotal_partially,numtotal_fully,proptotal_atleast1dose,proptotal_partially,proptotal_fully,numeligible_atleast1dose,numeligible_partially,numeligible_fully,propeligible_atleast1dose,propeligible_partially,propeligible_fully,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_atleast1dose,propweekdelta_fully
2021-06-19,48,Alberta,Alberta,2638391,1563338,1075053,59.38,35.19,24.20,2624944,1550393,1074551,69.23,40.89,28.34,,,,
2021-06-19,59,British Columbia,Colombie-Britannique,3475832,2577295,898537,66.65,49.42,17.23,3466600,2568069,898531,74.63,55.29,19.35,,,,
2021-06-19,60,Yukon,Yukon,28065,2419,25646,65.29,5.63,59.66,28065,2419,25646,75.44,6.5,68.94,,,,
2021-06-19,61,Northwest Territories,Territoires du Nord-Ouest,26530,3251,23279,58.30,7.14,51.16,26505,3226,23279,69.09,8.41,60.68,,,,
2021-06-19,62,Nunavut,Nunavut,19818,4072,15746,50.30,10.33,39.96,19818,4072,15746,67.34,13.84,53.51,,,,
2021-06-26,1,Canada,Canada,25454649,14833867,10321349,66.55,38.79,26.99,25421091,14807146,10313628,75.92,44.22,30.8,,,,
2021-06-26,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,378807,,79374,72.77,,15.25,376337,,76020,80.46,,16.25,,,,
2021-06-26,11,Prince Edward Island,Île-du-Prince-Édouard,114323,85997,28326,69.57,52.34,17.24,114323,85997,28326,78.61,59.13,19.48,,,,
2021-06-26,12,Nova Scotia,Nouvelle-Écosse,698309,530068,168241,70.39,53.43,16.96,698307,530067,168240,78.96,59.94,19.02,,,,
2021-06-26,13,New Brunswick,Nouveau-Brunswick,531086,331314,199772,67.29,41.98,25.31,531081,331309,199772,75.67,47.2,28.46,,,,
2021-06-26,24,Quebec,Québec,5996061,3835569,2160492,69.69,44.58,25.11,5996061,3835569,2160492,79.6,50.92,28.68,,,,
2021-06-26,35,Ontario,Ontario,9864684,5695604,4169080,66.54,38.42,28.12,9857535,5691815,4165720,75.61,43.66,31.95,,,,
2021-06-26,46,Manitoba,Manitoba,870030,434761,435269,62.87,31.42,31.46,869931,434675,435256,73.97,36.96,37.01,,,,
2021-06-26,47,Saskatchewan,Saskatchewan,709804,307170,402634,60.16,26.03,34.13,709737,307103,402634,71.19,30.81,40.39,,,,
2021-06-26,48,Alberta,Alberta,2663494,1371422,1292072,59.95,30.87,29.08,2649806,1358711,1291095,69.88,35.83,34.05,,,,
2021-06-26,59,British Columbia,Colombie-Britannique,3549916,2230265,1319651,68.07,42.77,25.31,3539902,2220267,1319635,76.21,47.8,28.41,,,,
2021-06-26,60,Yukon,Yukon,30298,3719,26579,70.48,8.65,61.83,30298,3719,26579,81.44,10,71.44,,,,
2021-06-26,61,Northwest Territories,Territoires du Nord-Ouest,26879,3122,23757,59.07,6.86,52.21,26815,3058,23757,69.9,7.97,61.93,,,,
2021-06-26,62,Nunavut,Nunavut,20958,4856,16102,53.19,12.32,40.86,20958,4856,16102,71.22,16.5,54.71,,,,
2021-07-03,1,Canada,Canada,25810999,11888385,13646757,67.49,31.08,35.68,25776672,11864513,13637272,76.98,35.43,40.73,,,,
2021-07-03,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,384504,,108647,73.86,,20.87,381941,,107054,81.65,,22.89,,,,
2021-07-03,11,Prince Edward Island,Île-du-Prince-Édouard,117146,80140,37006,71.29,48.77,22.52,117146,80140,37006,80.55,55.11,25.45,,,,
2021-07-03,12,Nova Scotia,Nouvelle-Écosse,703055,426125,276930,70.87,42.95,27.91,703053,426124,276929,79.5,48.18,31.31,,,,
2021-07-03,13,New Brunswick,Nouveau-Brunswick,537738,263386,274352,68.13,33.37,34.76,537733,263381,274352,76.61,37.53,39.09,,,,
2021-07-03,24,Quebec,Québec,6047440,3244562,2802878,70.28,37.71,32.57,6047440,3244562,2802878,80.28,43.07,37.21,,,,
2021-07-03,35,Ontario,Ontario,10006851,4450276,5556575,67.49,30.02,37.48,9999807,4447079,5552728,76.7,34.11,42.59,,,,
2021-07-03,46,Manitoba,Manitoba,894428,310956,583472,64.64,22.47,42.17,894328,310874,583454,76.05,26.43,49.61,,,,
2021-07-03,47,Saskatchewan,Saskatchewan,719088,229308,489780,60.95,19.44,41.51,719017,229237,489780,72.13,23,49.13,,,,
2021-07-03,48,Alberta,Alberta,2717857,941532,1776325,61.17,21.19,39.98,2703612,931277,1772335,71.3,24.56,46.74,,,,
2021-07-03,59,British Columbia,Colombie-Britannique,3603679,1930844,1672835,69.10,37.03,32.08,3593458,1920659,1672799,77.37,41.35,36.01,,,,
2021-07-03,60,Yukon,Yukon,30670,3370,27300,71.35,7.84,63.51,30670,3370,27300,82.44,9.06,73.38,,,,
2021-07-03,61,Northwest Territories,Territoires du Nord-Ouest,27138,2948,24190,59.64,6.48,53.16,27062,2872,24190,70.54,7.49,63.05,,,,
2021-07-03,62,Nunavut,Nunavut,21405,4938,16467,54.32,12.53,41.79,21405,4938,16467,72.73,16.78,55.96,,,,
2021-07-10,1,Canada,Canada,26129651,9268606,16622716,68.32,24.23,43.46,26088319,9246186,16610457,77.91,27.61,49.61,,,,
2021-07-10,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,392429,,154100,75.39,,29.60,385499,,153823,82.41,,32.89,,,,
2021-07-10,11,Prince Edward Island,Île-du-Prince-Édouard,119619,71364,48255,72.80,43.43,29.37,119619,71364,48255,82.25,49.07,33.18,,,,
2021-07-10,12,Nova Scotia,Nouvelle-Écosse,711307,317857,393450,71.70,32.04,39.66,711306,317856,393450,80.43,35.94,44.49,,,,
2021-07-10,13,New Brunswick,Nouveau-Brunswick,545759,198756,347003,69.15,25.18,43.97,545759,198756,347003,77.76,28.32,49.44,,,,
2021-07-10,24,Quebec,Québec,6095711,2634767,3460944,70.84,30.62,40.22,6095711,2634767,3460944,80.93,34.98,45.95,,,,
2021-07-10,35,Ontario,Ontario,10142704,3283639,6859065,68.41,22.15,46.26,10133601,3280800,6852801,77.72,25.16,52.56,,,,
2021-07-10,46,Manitoba,Manitoba,914318,237861,676457,66.07,17.19,48.89,914212,237775,676437,77.74,20.22,57.52,,,,
2021-07-10,47,Saskatchewan,Saskatchewan,728808,170974,557834,61.77,14.49,47.28,728731,170897,557834,73.1,17.14,55.96,,,,
2021-07-10,48,Alberta,Alberta,2748058,763338,1984720,61.85,17.18,44.67,2733546,754381,1979165,72.09,19.89,52.2,,,,
2021-07-10,59,British Columbia,Colombie-Britannique,3650613,1579638,2070975,70.00,30.29,39.71,3640088,1569249,2070839,78.37,33.79,44.58,,,,
2021-07-10,60,Yukon,Yukon,31062,2952,28110,72.26,6.87,65.39,31062,2952,28110,83.49,7.93,75.56,,,,
2021-07-10,61,Northwest Territories,Territoires du Nord-Ouest,27364,2761,24603,60.14,6.07,54.07,27286,2690,24596,71.12,7.01,64.11,,,,
2021-07-10,62,Nunavut,Nunavut,21899,4699,17200,55.58,11.93,43.65,21899,4699,17200,74.41,15.97,58.45,,,,
2021-07-17,1,Canada,Canada,26461253,7148828,19109222,69.19,18.69,49.96,26375578,7097131,19082521,78.77,21.2,56.99,,,,
2021-07-17,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,397427,,194224,76.35,,37.31,388439,,192513,83.04,,41.16,,,,
2021-07-17,11,Prince Edward Island,Île-du-Prince-Édouard,121760,63125,58635,74.10,38.42,35.68,121760,63125,58635,83.72,43.41,40.32,,,,
2021-07-17,12,Nova Scotia,Nouvelle-Écosse,724947,239735,485212,73.08,24.17,48.91,724945,239733,485212,81.97,27.11,54.87,,,,
2021-07-17,13,New Brunswick,Nouveau-Brunswick,552390,151210,401180,69.99,19.16,50.83,552390,151210,401180,78.7,21.54,57.16,,,,
2021-07-17,24,Quebec,Québec,6147597,2114204,4033393,71.45,24.57,46.88,6147292,2113899,4033393,81.61,28.06,53.55,,,,
2021-07-17,35,Ontario,Ontario,10269103,2421176,7847927,69.26,16.33,52.93,10263784,2419291,7844493,78.72,18.56,60.17,,,,
2021-07-17,46,Manitoba,Manitoba,929567,195231,734336,67.18,14.11,53.07,929458,195144,734314,79.03,16.59,62.44,,,,
2021-07-17,47,Saskatchewan,Saskatchewan,736199,140434,595765,62.40,11.90,50.50,736119,140359,595760,73.84,14.08,59.76,,,,
2021-07-17,48,Alberta,Alberta,2811893,567724,2244169,63.29,12.78,50.51,2751628,528344,2223284,72.57,13.93,58.63,,,,
2021-07-17,59,British Columbia,Colombie-Britannique,3689083,1247164,2441919,70.74,23.92,46.83,3678571,1237267,2441304,79.2,26.64,52.56,,,,
2021-07-17,60,Yukon,Yukon,31306,2622,28684,72.83,6.10,66.73,31306,2622,28684,84.15,7.05,77.1,,,,
2021-07-17,61,Northwest Territories,Territoires du Nord-Ouest,27609,2536,25073,60.67,5.57,55.10,27514,2470,25044,71.72,6.44,65.28,,,,
2021-07-17,62,Nunavut,Nunavut,22372,3667,18705,56.78,9.31,47.47,22372,3667,18705,76.02,12.46,63.56,,,,
2021-07-24,1,Canada,Canada,26721595,5377098,21179151,69.87,14.06,55.38,26634957,5328552,21148091,79.54,15.91,63.16,,,,
2021-07-24,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,399946,,234600,76.83,,45.07,391102,,232788,83.61,,49.77,,,,
2021-07-24,11,Prince Edward Island,Île-du-Prince-Édouard,123074,53500,69574,74.90,32.56,42.34,123074,53500,69574,84.63,36.79,47.84,,,,
2021-07-24,12,Nova Scotia,Nouvelle-Écosse,728671,172169,556502,73.45,17.35,56.10,728664,172166,556498,82.4,19.47,62.93,,,,
2021-07-24,13,New Brunswick,Nouveau-Brunswick,559511,114947,444564,70.89,14.56,56.33,559511,114947,444564,79.72,16.38,63.34,,,,
2021-07-24,24,Quebec,Québec,6199110,1603526,4595584,72.05,18.64,53.41,6198844,1603260,4595584,82.29,21.28,61.01,,,,
2021-07-24,35,Ontario,Ontario,10383281,1811180,8572101,70.03,12.22,57.82,10377964,1809485,8568479,79.6,13.88,65.72,,,,
2021-07-24,46,Manitoba,Manitoba,943121,157256,785865,68.16,11.36,56.79,943014,157172,785842,80.19,13.36,66.82,,,,
2021-07-24,47,Saskatchewan,Saskatchewan,743305,117710,625595,63.00,9.98,53.02,743237,117642,625595,74.56,11.8,62.75,,,,
2021-07-24,48,Alberta,Alberta,2835849,450323,2385526,63.83,10.14,53.69,2774343,412091,2362252,73.17,10.87,62.3,,,,
2021-07-24,59,British Columbia,Colombie-Britannique,3723811,888507,2835304,71.41,17.04,54.37,3713389,880357,2833032,79.95,18.95,60.99,,,,
2021-07-24,60,Yukon,Yukon,31502,2333,29169,73.28,5.43,67.86,31502,2333,29169,84.68,6.27,78.4,,,,
2021-07-24,61,Northwest Territories,Territoires du Nord-Ouest,27803,2288,25515,61.10,5.03,56.07,27702,2240,25462,72.21,5.84,66.37,,,,
2021-07-24,62,Nunavut,Nunavut,22611,3359,19252,57.38,8.52,48.86,22611,3359,19252,76.83,11.41,65.42,,,,
2021-07-31,1,Canada,Canada,26959737,4196923,22627721,70.49,10.97,59.16,26873438,4151227,22593176,80.26,12.4,67.47,,,,
2021-07-31,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,403456,,268363,77.51,,51.55,395635,,266600,84.58,,57,,,,
2021-07-31,11,Prince Edward Island,Île-du-Prince-Édouard,124374,44208,80166,75.69,26.90,48.79,124374,44208,80166,85.52,30.4,55.12,,,,
2021-07-31,12,Nova Scotia,Nouvelle-Écosse,736474,119095,617379,74.24,12.00,62.23,736471,119093,617378,83.28,13.47,69.81,,,,
2021-07-31,13,New Brunswick,Nouveau-Brunswick,564995,95505,469490,71.59,12.10,59.49,564995,95505,469490,80.5,13.61,66.89,,,,
2021-07-31,24,Quebec,Québec,6239807,1223575,5016232,72.52,14.22,58.30,6239527,1223295,5016232,82.84,16.24,66.59,,,,
2021-07-31,35,Ontario,Ontario,10485065,1447489,9037576,70.72,9.76,60.96,10479733,1445953,9033780,80.38,11.09,69.29,,,,
2021-07-31,46,Manitoba,Manitoba,958899,109205,849694,69.30,7.89,61.40,958798,109138,849660,81.53,9.28,72.25,,,,
2021-07-31,47,Saskatchewan,Saskatchewan,749213,101278,647935,63.50,8.58,54.92,749136,101207,647929,75.15,10.15,64.99,,,,
2021-07-31,48,Alberta,Alberta,2857468,387596,2469872,64.32,8.72,55.59,2795134,349951,2445183,73.71,9.23,64.49,,,,
2021-07-31,59,British Columbia,Colombie-Britannique,3757483,661552,3095931,72.05,12.69,59.37,3747258,655519,3091739,80.68,14.11,66.56,,,,
2021-07-31,60,Yukon,Yukon,31730,2257,29473,73.81,5.25,68.56,31716,2243,29473,85.25,6.03,79.22,,,,
2021-07-31,61,Northwest Territories,Territoires du Nord-Ouest,27973,2087,25886,61.47,4.59,56.89,27861,2039,25822,72.62,5.31,67.31,,,,
2021-07-31,62,Nunavut,Nunavut,22800,3076,19724,57.86,7.81,50.06,22800,3076,19724,77.47,10.45,67.02,,,,
2021-08-07,1,Canada,Canada,27148572,3631701,23516871,70.98,9.50,61.49,27067632,3587915,23479717,80.84,10.72,70.12,,,,
2021-08-07,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,407370,108925,298445,78.26,20.92,57.33,405477,108770,296707,86.68,23.25,63.43,,,,
2021-08-07,11,Prince Edward Island,Île-du-Prince-Édouard,125502,34786,90716,76.38,21.17,55.21,125502,34786,90716,86.3,23.92,62.38,,,,
2021-08-07,12,Nova Scotia,Nouvelle-Écosse,744097,94606,649491,75.01,9.54,65.47,744094,94604,649490,84.14,10.7,73.44,,,,
2021-08-07,13,New Brunswick,Nouveau-Brunswick,569147,86334,482813,72.11,10.94,61.18,569142,86329,482813,81.09,12.3,68.79,,,,
2021-08-07,24,Quebec,Québec,6284820,980304,5304516,73.04,11.39,61.65,6284534,980018,5304516,83.43,13.01,70.42,,,,
2021-08-07,35,Ontario,Ontario,10553582,1232979,9320603,71.18,8.32,62.87,10548305,1231558,9316747,80.9,9.45,71.46,,,,
2021-08-07,46,Manitoba,Manitoba,965803,97210,868593,69.80,7.03,62.77,965704,97144,868560,82.12,8.26,73.86,,,,
2021-08-07,47,Saskatchewan,Saskatchewan,753286,93096,660190,63.85,7.89,55.96,753210,93027,660183,75.56,9.33,66.22,,,,
2021-08-07,48,Alberta,Alberta,2874086,357953,2516133,64.69,8.06,56.63,2811086,320872,2490214,74.14,8.46,65.67,,,,
2021-08-07,59,British Columbia,Colombie-Britannique,3787832,538479,3249353,72.64,10.33,62.31,3777683,533856,3243827,81.33,11.49,69.84,,,,
2021-08-07,60,Yukon,Yukon,31939,2096,29843,74.30,4.88,69.42,31903,2060,29843,85.75,5.54,80.22,,,,
2021-08-07,61,Northwest Territories,Territoires du Nord-Ouest,28146,1979,26167,61.85,4.35,57.50,28030,1937,26093,73.06,5.05,68.01,,,,
2021-08-07,62,Nunavut,Nunavut,22962,2954,20008,58.27,7.50,50.78,22962,2954,20008,78.03,10.04,67.99,,,,
2021-08-14,1,Canada,Canada,27345213,3076415,24268798,71.50,8.04,63.45,27264072,3034096,24229976,81.42,9.06,72.36,,,,
2021-08-14,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,411260,87230,324030,79.00,16.76,62.25,409853,87116,322737,87.62,18.62,69,,,,
2021-08-14,11,Prince Edward Island,Île-du-Prince-Édouard,126382,25794,100588,76.91,15.70,61.22,126382,25794,100588,86.9,17.74,69.17,,,,
2021-08-14,12,Nova Scotia,Nouvelle-Écosse,747651,85963,661688,75.36,8.67,66.70,747631,85956,661675,84.54,9.72,74.82,,,,
2021-08-14,13,New Brunswick,Nouveau-Brunswick,572840,78303,494537,72.58,9.92,62.66,572840,78303,494537,81.62,11.16,70.46,,,,
2021-08-14,24,Quebec,Québec,6343427,790256,5553171,73.72,9.18,64.54,6343148,789977,5553171,84.21,10.49,73.72,,,,
2021-08-14,35,Ontario,Ontario,10624677,1059550,9565127,71.66,7.15,64.51,10619084,1057899,9561185,81.45,8.11,73.33,,,,
2021-08-14,46,Manitoba,Manitoba,971605,85604,886001,70.21,6.19,64.03,971508,85541,885967,82.61,7.27,75.34,,,,
2021-08-14,47,Saskatchewan,Saskatchewan,757342,87379,669963,64.19,7.41,56.78,757256,87305,669951,75.96,8.76,67.2,,,,
2021-08-14,48,Alberta,Alberta,2890554,337345,2553209,65.06,7.59,57.47,2827004,300422,2526582,74.56,7.92,66.63,,,,
2021-08-14,59,British Columbia,Colombie-Britannique,3815915,432363,3383552,73.17,8.29,64.88,3805973,429238,3376735,81.94,9.24,72.7,,,,
2021-08-14,60,Yukon,Yukon,32051,1968,30083,74.56,4.58,69.98,32007,1924,30083,86.03,5.17,80.86,,,,
2021-08-14,61,Northwest Territories,Territoires du Nord-Ouest,28373,1801,26572,62.35,3.96,58.39,28250,1762,26488,73.64,4.59,69.04,,,,
2021-08-14,62,Nunavut,Nunavut,23136,2859,20277,58.72,7.26,51.46,23136,2859,20277,78.62,9.71,68.9,,,,
2021-08-21,1,Canada,Canada,27555473,2666476,24888997,72.05,6.97,65.08,27462852,2614160,24848692,82.02,7.81,74.21,,,,
2021-08-21,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,413918,64949,348969,79.52,12.48,67.04,412560,64865,347695,88.2,13.87,74.33,,,,
2021-08-21,11,Prince Edward Island,Île-du-Prince-Édouard,127251,18345,108906,77.44,11.16,66.28,127251,18345,108906,87.5,12.61,74.88,,,,
2021-08-21,12,Nova Scotia,Nouvelle-Écosse,750104,76149,673955,75.61,7.68,67.94,750073,76140,673933,84.82,8.61,76.21,,,,
2021-08-21,13,New Brunswick,Nouveau-Brunswick,576935,73123,503812,73.10,9.27,63.84,576935,73123,503812,82.2,10.42,71.78,,,,
2021-08-21,24,Quebec,Québec,6400901,610794,5790107,74.39,7.10,67.29,6400612,610505,5790107,84.97,8.1,76.87,,,,
2021-08-21,35,Ontario,Ontario,10712555,956187,9756368,72.25,6.45,65.80,10696399,943700,9752699,82.04,7.24,74.8,,,,
2021-08-21,46,Manitoba,Manitoba,976886,77028,899858,70.60,5.57,65.03,976786,76962,899824,83.06,6.54,76.51,,,,
2021-08-21,47,Saskatchewan,Saskatchewan,762442,83460,678982,64.62,7.07,57.55,762032,83063,678969,76.44,8.33,68.11,,,,
2021-08-21,48,Alberta,Alberta,2908552,321625,2586927,65.47,7.24,58.23,2844112,285142,2558970,75.01,7.52,67.49,,,,
2021-08-21,59,British Columbia,Colombie-Britannique,3841612,378245,3463367,73.67,7.25,66.41,3831960,375830,3456130,82.5,8.09,74.41,,,,
2021-08-21,60,Yukon,Yukon,32164,1851,30313,74.82,4.31,70.52,32114,1801,30313,86.32,4.84,81.48,,,,
2021-08-21,61,Northwest Territories,Territoires du Nord-Ouest,28788,1911,26877,63.26,4.20,59.07,28653,1875,26778,74.69,4.89,69.8,,,,
2021-08-21,62,Nunavut,Nunavut,23365,2809,20556,59.30,7.13,52.17,23365,2809,20556,79.39,9.55,69.85,,,,
2021-08-28,1,Canada,Canada,27795343,2404840,25390503,72.67,6.29,66.39,27692394,2344050,25348344,82.7,7,75.7,,,,
2021-08-28,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,416570,53711,362859,80.02,10.32,69.71,415239,53639,361600,88.77,11.47,77.3,,,,
2021-08-28,11,Prince Edward Island,Île-du-Prince-Édouard,128057,14894,113163,77.93,9.06,68.87,128057,14894,113163,88.05,10.24,77.81,,,,
2021-08-28,12,Nova Scotia,Nouvelle-Écosse,755395,67797,687598,76.14,6.83,69.31,755373,67791,687582,85.42,7.67,77.75,,,,
2021-08-28,13,New Brunswick,Nouveau-Brunswick,581666,61978,519688,73.70,7.85,65.85,581549,61861,519688,82.86,8.81,74.04,,,,
2021-08-28,24,Quebec,Québec,6459251,498104,5961147,75.07,5.79,69.28,6458961,497814,5961147,85.75,6.61,79.14,,,,
2021-08-28,35,Ontario,Ontario,10797333,883832,9913501,72.83,5.96,66.86,10773054,863366,9909688,82.63,6.62,76.01,,,,
2021-08-28,46,Manitoba,Manitoba,983935,69586,914349,71.11,5.03,66.08,983839,69523,914316,83.66,5.91,77.75,,,,
2021-08-28,47,Saskatchewan,Saskatchewan,768375,81161,687214,65.13,6.88,58.25,767157,79961,687196,76.95,8.02,68.93,,,,
2021-08-28,48,Alberta,Alberta,2930811,309690,2621121,65.97,6.97,59.00,2864947,273289,2591658,75.56,7.21,68.35,,,,
2021-08-28,59,British Columbia,Colombie-Britannique,3888929,357606,3531323,74.57,6.86,67.72,3879401,355518,3523883,83.52,7.65,75.87,,,,
2021-08-28,60,Yukon,Yukon,32311,1756,30555,75.17,4.09,71.08,32256,1714,30542,86.7,4.61,82.1,,,,
2021-08-28,61,Northwest Territories,Territoires du Nord-Ouest,29166,1980,27186,64.10,4.35,59.74,29017,1935,27082,75.64,5.04,70.59,,,,
2021-08-28,62,Nunavut,Nunavut,23544,2745,20799,59.75,6.97,52.79,23544,2745,20799,80,9.33,70.68,,,,
2021-09-04,1,Canada,Canada,28036964,2268406,25768558,73.31,5.93,67.38,27929955,2203744,25726211,83.41,6.58,76.83,,,,
2021-09-04,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,418923,47553,371370,80.48,9.14,71.34,417597,47495,370102,89.28,10.15,79.12,,,,
2021-09-04,11,Prince Edward Island,Île-du-Prince-Édouard,128803,13079,115724,78.39,7.96,70.43,128803,13079,115724,88.57,8.99,79.57,,,,
2021-09-04,12,Nova Scotia,Nouvelle-Écosse,758774,63603,695171,76.49,6.41,70.07,758773,63602,695171,85.8,7.19,78.61,,,,
2021-09-04,13,New Brunswick,Nouveau-Brunswick,582032,61357,520675,73.75,7.77,65.97,581907,61232,520675,82.91,8.72,74.18,,,,
2021-09-04,24,Quebec,Québec,6522870,429779,6093091,75.81,4.99,70.81,6522570,429479,6093091,86.59,5.7,80.89,,,,
2021-09-04,35,Ontario,Ontario,10886925,854139,10032786,73.43,5.76,67.67,10858699,829894,10028805,83.28,6.37,76.92,,,,
2021-09-04,46,Manitoba,Manitoba,995895,66072,929823,71.97,4.77,67.20,995795,66005,929790,84.67,5.61,79.06,,,,
2021-09-04,47,Saskatchewan,Saskatchewan,774821,79617,695204,65.67,6.75,58.92,773220,78042,695178,77.56,7.83,69.73,,,,
2021-09-04,48,Alberta,Alberta,2957047,302926,2654121,66.56,6.82,59.74,2891113,266577,2624536,76.25,7.03,69.22,,,,
2021-09-04,59,British Columbia,Colombie-Britannique,3925357,343816,3581541,75.27,6.59,68.68,3916145,341933,3574212,84.31,7.36,76.95,,,,
2021-09-04,60,Yukon,Yukon,32418,1695,30723,75.42,3.94,71.47,32341,1660,30681,86.93,4.46,82.47,,,,
2021-09-04,61,Northwest Territories,Territoires du Nord-Ouest,29390,2025,27365,64.59,4.45,60.14,29283,2001,27282,76.33,5.22,71.11,,,,
2021-09-04,62,Nunavut,Nunavut,23709,2745,20964,60.17,6.97,53.20,23709,2745,20964,80.56,9.33,71.24,,,,
2021-09-11,1,Canada,Canada,28291776,2174252,26117524,73.97,5.68,68.29,28183007,2110304,26072703,84.17,6.3,77.87,,,,
2021-09-11,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,421222,45316,375906,80.92,8.71,72.21,419919,45270,374649,89.77,9.68,80.09,,,,
2021-09-11,11,Prince Edward Island,Île-du-Prince-Édouard,129455,11794,117661,78.78,7.18,71.61,129455,11794,117661,89.01,8.11,80.91,,,,
2021-09-11,12,Nova Scotia,Nouvelle-Écosse,764090,59646,704444,77.02,6.01,71.01,764089,59645,704444,86.4,6.74,79.66,,,,
2021-09-11,13,New Brunswick,Nouveau-Brunswick,590290,56291,533999,74.79,7.13,67.66,589886,55887,533999,84.04,7.96,76.08,,,,
2021-09-11,24,Quebec,Québec,6575570,381710,6193860,76.42,4.44,71.98,6575261,381401,6193860,87.29,5.06,82.23,,,,
2021-09-11,35,Ontario,Ontario,10997962,825753,10172209,74.18,5.57,68.61,10967306,801948,10165358,84.12,6.15,77.97,,,,
2021-09-11,46,Manitoba,Manitoba,1004844,64842,940002,72.62,4.69,67.93,1004746,64774,939972,85.44,5.51,79.93,,,,
2021-09-11,47,Saskatchewan,Saskatchewan,780472,78516,701956,66.15,6.65,59.50,778697,76793,701904,78.11,7.7,70.41,,,,
2021-09-11,48,Alberta,Alberta,2979886,303559,2676327,67.07,6.83,60.24,2914733,267698,2647035,76.87,7.06,69.81,,,,
2021-09-11,59,British Columbia,Colombie-Britannique,3961804,340260,3621544,75.97,6.52,69.45,3952911,338574,3614337,85.1,7.29,77.82,,,,
2021-09-11,60,Yukon,Yukon,32517,1637,30880,75.65,3.81,71.84,32446,1607,30839,87.21,4.32,82.89,,,,
2021-09-11,61,Northwest Territories,Territoires du Nord-Ouest,29665,2053,27612,65.19,4.51,60.68,29559,2038,27521,77.05,5.31,71.74,,,,
2021-09-11,62,Nunavut,Nunavut,23999,2875,21124,60.91,7.30,53.61,23999,2875,21124,81.55,9.77,71.78,,,,
2021-09-18,1,Canada,Canada,28598093,2105460,26492633,74.77,5.51,69.27,28490908,2056308,26434600,85.09,6.14,78.95,,,,
2021-09-18,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,423500,41162,382338,81.36,7.91,73.45,423455,41147,382308,90.53,8.8,81.73,,,,
2021-09-18,11,Prince Edward Island,Île-du-Prince-Édouard,130381,10868,119513,79.35,6.61,72.73,130381,10868,119513,89.65,7.47,82.18,,,,
2021-09-18,12,Nova Scotia,Nouvelle-Écosse,771532,57693,713839,77.77,5.82,71.96,771531,57692,713839,87.24,6.52,80.72,,,,
2021-09-18,13,New Brunswick,Nouveau-Brunswick,596028,55711,540317,75.52,7.06,68.46,595498,55181,540317,84.84,7.86,76.98,,,,
2021-09-18,24,Quebec,Québec,6627165,341126,6286039,77.02,3.96,73.06,6626865,340826,6286039,87.98,4.52,83.45,,,,
2021-09-18,35,Ontario,Ontario,11088718,787065,10301653,74.79,5.31,69.48,11056583,768192,10288391,84.8,5.89,78.91,,,,
2021-09-18,46,Manitoba,Manitoba,1013099,63066,950033,73.21,4.56,68.66,1013001,63004,949997,86.14,5.36,80.78,,,,
2021-09-18,47,Saskatchewan,Saskatchewan,790936,79580,711356,67.04,6.74,60.29,788888,77755,711133,79.13,7.8,71.33,,,,
2021-09-18,48,Alberta,Alberta,3062771,323925,2738846,68.94,7.29,61.65,2999263,297887,2701376,79.1,7.86,71.24,,,,
2021-09-18,59,British Columbia,Colombie-Britannique,4007201,338775,3668426,76.84,6.50,70.35,3998858,337311,3661547,86.09,7.26,78.83,,,,
2021-09-18,60,Yukon,Yukon,32606,1562,31044,75.85,3.63,72.22,32540,1537,31003,87.47,4.13,83.33,,,,
2021-09-18,61,Northwest Territories,Territoires du Nord-Ouest,29884,1953,27931,65.67,4.29,61.38,29778,1939,27839,77.62,5.05,72.57,,,,
2021-09-18,62,Nunavut,Nunavut,24272,2974,21298,61.60,7.55,54.05,24267,2969,21298,82.46,10.09,72.37,,,,
2021-09-25,1,Canada,Canada,28870183,2018503,26851680,75.49,5.28,70.21,28764078,1974458,26789620,85.9,5.9,80.01,,,,
2021-09-25,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,426570,39527,387043,81.95,7.59,74.35,426525,39512,387013,91.18,8.45,82.74,,,,
2021-09-25,11,Prince Edward Island,Île-du-Prince-Édouard,131372,10333,121039,79.95,6.29,73.66,131372,10333,121039,90.33,7.11,83.23,,,,
2021-09-25,12,Nova Scotia,Nouvelle-Écosse,778358,56569,721789,78.46,5.70,72.76,778357,56569,721788,88.01,6.4,81.62,,,,
2021-09-25,13,New Brunswick,Nouveau-Brunswick,607408,57769,549639,76.96,7.32,69.64,606073,56568,549505,86.35,8.06,78.29,,,,
