week_end,pruid,prename,prfname,numtotal_atleast1dose,numtotal_partially,numtotal_fully,proptotal_atleast1dose,proptotal_partially,proptotal_fully,numeligible_atleast1dose,numeligible_partially,numeligible_fully,propeligible_atleast1dose,propeligible_partially,propeligible_fully,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_atleast1dose,propweekdelta_fully
2021-09-25,24,Quebec,Québec,6655854,307540,6348314,77.35,3.57,73.78,6655562,307248,6348314,88.36,4.08,84.28,,,,
2021-09-25,35,Ontario,Ontario,11191067,726981,10464086,75.48,4.90,70.58,11157769,713202,10444567,85.58,5.47,80.11,,,,
2021-09-25,46,Manitoba,Manitoba,1018930,59370,959560,73.63,4.29,69.34,1018833,59307,959526,86.63,5.04,81.59,,,,
2021-09-25,47,Saskatchewan,Saskatchewan,805425,82823,722602,68.27,7.02,61.25,803246,81287,721959,80.57,8.15,72.42,,,,
2021-09-25,48,Alberta,Alberta,3120898,343276,2777622,70.24,7.73,62.52,3060034,317439,2742595,80.7,8.37,72.33,,,,
2021-09-25,59,British Columbia,Colombie-Britannique,4047010,327879,3719131,77.61,6.29,71.32,4039194,326597,3712597,86.96,7.03,79.93,,,,
2021-09-25,60,Yukon,Yukon,32615,1509,31106,75.87,3.51,72.36,32550,1485,31065,87.49,3.99,83.5,,,,
2021-09-25,61,Northwest Territories,Territoires du Nord-Ouest,30082,1907,28175,66.11,4.19,61.92,29974,1896,28078,78.13,4.94,73.19,,,,
2021-09-25,62,Nunavut,Nunavut,24594,3020,21574,62.42,7.66,54.75,24589,3015,21574,83.55,10.24,73.31,,,,
2021-10-02,1,Canada,Canada,29091447,1904201,27187246,76.06,4.98,71.09,28985849,1864569,27121280,86.57,5.57,81,,,,
2021-10-02,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,430575,37114,393461,82.71,7.13,75.59,430528,37098,393430,92.04,7.93,84.11,,,,
2021-10-02,11,Prince Edward Island,Île-du-Prince-Édouard,132390,9800,122590,80.57,5.96,74.61,132379,9789,122590,91.03,6.73,84.29,,,,
2021-10-02,12,Nova Scotia,Nouvelle-Écosse,784933,55186,729747,79.12,5.56,73.56,784932,55186,729746,88.76,6.24,82.52,,,,
2021-10-02,13,New Brunswick,Nouveau-Brunswick,617829,58212,559617,78.28,7.38,70.91,616289,57205,559084,87.81,8.15,79.66,,,,
2021-10-02,24,Quebec,Québec,6681955,277524,6404431,77.66,3.23,74.43,6681680,277249,6404431,88.71,3.68,85.02,,,,
2021-10-02,35,Ontario,Ontario,11272941,669158,10603783,76.03,4.51,71.52,11238866,658707,10580159,86.2,5.05,81.15,,,,
2021-10-02,46,Manitoba,Manitoba,1024702,54233,970469,74.05,3.92,70.13,1024606,54170,970436,87.12,4.61,82.52,,,,
2021-10-02,47,Saskatchewan,Saskatchewan,819510,84560,734950,69.46,7.17,62.29,817259,83241,734018,81.98,8.35,73.63,,,,
2021-10-02,48,Alberta,Alberta,3167941,351687,2816254,71.30,7.92,63.39,3108067,326299,2781768,81.97,8.61,73.36,,,,
2021-10-02,59,British Columbia,Colombie-Britannique,4070961,300365,3770596,78.07,5.76,72.31,4063670,299278,3764392,87.49,6.44,81.05,,,,
2021-10-02,60,Yukon,Yukon,32551,1456,31095,75.72,3.39,72.34,32497,1446,31051,87.35,3.89,83.46,,,,
2021-10-02,61,Northwest Territories,Territoires du Nord-Ouest,30295,1910,28385,66.58,4.20,62.38,30212,1905,28307,78.75,4.97,73.79,,,,
2021-10-02,62,Nunavut,Nunavut,24864,2996,21868,63.10,7.60,55.50,24864,2996,21868,84.49,10.18,74.31,,,,
2021-10-09,1,Canada,Canada,29299785,1799014,27500771,76.61,4.70,71.90,29190455,1760889,27429566,87.18,5.26,81.92,,,,
2021-10-09,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,435167,35404,399763,83.60,6.80,76.80,435118,35387,399731,93.02,7.57,85.46,,,,
2021-10-09,11,Prince Edward Island,Île-du-Prince-Édouard,133744,9371,124373,81.39,5.70,75.69,133710,9337,124373,91.94,6.42,85.52,,,,
2021-10-09,12,Nova Scotia,Nouvelle-Écosse,792389,53220,739169,79.87,5.36,74.51,792388,53220,739168,89.6,6.02,83.58,,,,
2021-10-09,13,New Brunswick,Nouveau-Brunswick,625743,59722,566021,79.29,7.57,71.72,624142,58917,565225,88.92,8.39,80.53,,,,
2021-10-09,24,Quebec,Québec,6708650,249288,6459362,77.97,2.90,75.07,6708380,249018,6459362,89.06,3.31,85.75,,,,
2021-10-09,35,Ontario,Ontario,11346301,617162,10729139,76.53,4.16,72.37,11311498,608879,10702619,86.76,4.67,82.09,,,,
2021-10-09,46,Manitoba,Manitoba,1031804,50279,981525,74.56,3.63,70.93,1031706,50216,981490,87.73,4.27,83.46,,,,
2021-10-09,47,Saskatchewan,Saskatchewan,834370,85847,748523,70.72,7.28,63.44,832076,84661,747415,83.47,8.49,74.97,,,,
2021-10-09,48,Alberta,Alberta,3206709,349381,2857328,72.18,7.86,64.31,3143289,322871,2820418,82.9,8.51,74.38,,,,
2021-10-09,59,British Columbia,Colombie-Britannique,4096828,283089,3813739,78.56,5.43,73.13,4090197,282141,3808056,88.06,6.07,81.99,,,,
2021-10-09,60,Yukon,Yukon,32456,1426,31030,75.50,3.32,72.19,32408,1417,30991,87.11,3.81,83.3,,,,
2021-10-09,61,Northwest Territories,Territoires du Nord-Ouest,30513,1831,28682,67.06,4.02,63.03,30432,1831,28601,79.32,4.77,74.55,,,,
2021-10-09,62,Nunavut,Nunavut,25111,2994,22117,63.73,7.60,56.13,25111,2994,22117,85.33,10.17,75.15,,,,
2021-10-16,1,Canada,Canada,29460580,1675374,27785206,77.03,4.38,72.65,29351422,1639230,27712192,87.66,4.9,82.76,,,,
2021-10-16,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,440564,35205,405359,84.63,6.76,77.87,440513,35188,405325,94.18,7.52,86.65,,,,
2021-10-16,11,Prince Edward Island,Île-du-Prince-Édouard,134571,8680,125891,81.90,5.28,76.61,134516,8625,125891,92.49,5.93,86.56,,,,
2021-10-16,12,Nova Scotia,Nouvelle-Écosse,799522,52087,747435,80.59,5.25,75.34,799521,52087,747434,90.41,5.89,84.52,,,,
2021-10-16,13,New Brunswick,Nouveau-Brunswick,631516,58892,572624,80.02,7.46,72.56,629866,58230,571636,89.74,8.3,81.44,,,,
2021-10-16,24,Quebec,Québec,6733702,228058,6505644,78.26,2.65,75.61,6733434,227790,6505644,89.39,3.02,86.37,,,,
2021-10-16,35,Ontario,Ontario,11401106,568820,10832286,76.90,3.84,73.06,11365759,562011,10803748,87.17,4.31,82.86,,,,
2021-10-16,46,Manitoba,Manitoba,1038086,47630,990456,75.02,3.44,71.58,1037985,47564,990421,88.26,4.04,84.22,,,,
2021-10-16,47,Saskatchewan,Saskatchewan,842520,83047,759473,71.41,7.04,64.37,840233,82001,758232,84.28,8.23,76.06,,,,
2021-10-16,48,Alberta,Alberta,3235058,324602,2910456,72.81,7.31,65.51,3171981,298221,2873760,83.65,7.86,75.79,,,,
2021-10-16,59,British Columbia,Colombie-Britannique,4115184,261997,3853187,78.91,5.02,73.89,4108997,261165,3847832,88.47,5.62,82.84,,,,
2021-10-16,60,Yukon,Yukon,32484,1407,31077,75.57,3.27,72.30,32437,1399,31038,87.19,3.76,83.43,,,,
2021-10-16,61,Northwest Territories,Territoires du Nord-Ouest,30717,1792,28925,67.50,3.94,63.57,30636,1792,28844,79.86,4.67,75.19,,,,
2021-10-16,62,Nunavut,Nunavut,25550,3157,22393,64.84,8.01,56.83,25544,3157,22387,86.8,10.73,76.07,,,,
